TestDataID,Rating
329,2.65184
330,3.35803
331,2.76071
332,3.34303
333,3.64811
334,4.14257
335,3.57936
336,2.69648
337,2.25597
338,2.99125
339,3.4124
340,3.22637
341,2.95192
342,1.78597
343,3.44458
344,3.28141
345,2.81816
346,2.77953
347,2.2822
348,3.30649
349,3.41723
350,2.96183
351,2.32852
352,3.49209
353,2.2421
354,3.28764
355,2.69717
356,3.6262
357,2.77872
358,2.22021
359,3.67518
360,2.89682
361,2.97168
362,3.24807
363,2.39601
364,2.09347
365,2.69379
366,2.97733
367,3.00149
368,2.85282
369,4.73106
370,4.39196
371,4.32975
372,4.58689
373,4.10821
374,3.95595
375,4.2038
376,4.1022
377,4.12288
378,4.26096
379,4.00994
380,3.43716
381,4.09019
382,3.48715
383,4.29509
384,2.83765
385,4.18288
386,3.51094
387,3.98861
388,3.66077
389,4.28275
390,4.01748
391,3.96518
392,3.03741
393,3.7758
394,3.83159
395,3.78449
396,2.94144
397,3.51141
398,3.23524
399,4.10047
400,3.69417
401,3.40727
402,3.28789
403,3.29604
404,3.54319
405,3.67011
406,3.5817
407,4.06505
408,4.1771
409,3.4977
410,3.97909
411,3.82568
412,4.35184
413,4.25871
414,3.80537
415,3.76908
416,3.51313
417,3.5613
418,3.87506
419,3.96081
420,1.96226
421,3.34161
422,3.87098
423,3.98426
424,3.81139
425,4.26888
426,3.47559
427,4.27547
428,3.96886
429,4.16556
430,3.81126
431,3.66616
432,3.47441
433,3.15827
434,3.34365
435,3.13089
436,3.02647
437,3.37972
438,3.95075
439,3.49694
440,3.38113
441,3.77627
442,3.78304
443,3.71263
444,3.4195
445,3.31093
446,3.37827
447,3.8038
448,3.82212
449,3.61056
450,3.959
451,3.41171
452,3.17197
453,3.22609
454,3.72787
455,3.39599
456,3.22905
457,3.36119
458,3.3897
459,3.61704
460,3.67644
461,3.26498
462,3.85101
463,3.84991
464,3.73801
465,4.02444
466,4.26369
467,3.02509
468,3.67917
469,3.56571
470,3.7911
471,3.6728
472,3.44295
473,3.46004
474,3.79937
475,3.34209
476,3.09553
477,3.7678
478,2.57359
479,3.62464
480,3.34049
481,3.58648
482,3.66374
483,4.36318
484,4.65287
485,5.0666
486,3.72671
487,4.32309
488,4.40574
489,3.80525
490,3.38104
491,4.2771
492,3.55359
493,3.93056
494,3.66121
495,3.17417
496,3.50344
497,3.76699
498,2.64401
499,3.00552
500,3.98932
501,4.47293
502,4.02065
503,3.55606
504,4.05602
505,3.87494
506,3.56375
507,4.28871
508,4.32211
509,4.0876
510,3.69413
511,4.35835
512,4.17529
513,4.02895
514,4.18516
515,4.12503
516,3.7733
517,4.47437
518,3.82598
519,4.88969
520,3.54022
521,3.955
522,4.19166
523,4.03482
524,3.65011
525,3.5687
526,3.7852
527,4.53223
528,4.28373
529,4.72783
530,3.84101
531,4.06333
532,4.50565
533,4.06135
534,4.37179
535,3.8531
536,3.19023
537,1.50123
538,4.44597
539,3.76367
540,3.59584
541,3.89181
542,4.14982
543,3.20166
544,2.52314
545,1.69172
546,3.32665
547,3.53768
548,3.24779
549,3.27717
550,2.63591
551,3.65259
552,2.1494
553,3.58885
554,1.60454
555,4.38205
556,3.34334
557,3.92711
558,3.56137
559,3.88168
560,4.18783
561,4.14191
562,2.46845
563,3.10745
564,3.67802
565,3.73093
566,3.82313
567,4.33272
568,3.83217
569,3.34218
570,3.85184
571,4.24197
572,3.25738
573,4.29935
574,3.06366
575,3.84732
576,4.07034
577,3.40207
578,3.94192
579,3.97929
580,2.98207
581,4.48021
582,3.75849
583,3.9119
584,3.76686
585,4.25212
586,3.871
587,3.89181
588,3.31392
589,3.86518
590,3.72455
591,4.03432
592,4.59831
593,3.85827
594,3.33634
595,3.67435
596,4.59481
597,4.3174
598,3.71008
599,3.7115
600,3.35251
601,4.65097
602,3.55804
603,3.67717
604,3.73121
605,3.07177
606,3.68461
607,4.03333
608,3.91767
609,3.18033
610,4.09339
611,4.41392
612,3.5188
613,3.691
614,2.81994
615,2.75399
616,3.3984
617,3.01159
618,3.10215
619,3.18627
620,3.82262
621,3.16349
622,2.91604
623,3.02449
624,2.71596
625,3.16743
626,2.51285
627,3.43027
628,2.3667
629,3.4642
630,3.38934
631,2.79056
632,3.68408
633,2.79058
634,3.19194
635,2.13263
636,3.35383
637,3.71107
638,3.27784
639,2.91015
640,2.9958
641,2.86669
642,3.8463
643,4.18366
644,3.99935
645,4.8248
646,4.29974
647,4.92613
648,3.90617
649,2.59015
650,3.50014
651,3.11439
652,2.93032
653,2.84102
654,3.6236
655,3.52389
656,3.33245
657,3.82358
658,2.57095
659,2.36318
660,3.37242
661,3.86368
662,3.62495
663,3.79635
664,2.6301
665,3.89926
666,2.74888
667,3.32241
668,2.94554
669,3.16539
670,3.06791
671,3.71621
672,3.36838
673,3.17605
674,2.92635
675,2.28847
676,2.61224
677,2.89929
678,2.42121
679,3.57824
680,2.74079
681,2.01912
682,2.77373
683,2.88829
684,3.59099
685,2.7354
686,2.8533
687,2.08753
688,2.23335
689,2.46134
690,2.02944
691,3.48564
692,3.56384
693,3.38285
694,3.69411
695,3.05269
696,3.26886
697,3.18799
698,3.38864
699,3.82821
700,3.94331
701,2.10354
702,3.02594
703,4.12871
704,3.34789
705,3.94685
706,3.24767
707,4.2227
708,2.94668
709,3.81874
710,3.26382
711,3.57156
712,4.13722
713,3.89543
714,3.57868
715,3.27757
716,2.82626
717,1.75408
718,1.9845
719,3.19845
720,3.95231
721,4.09839
722,3.60922
723,3.96117
724,3.26168
725,3.47701
726,2.87889
727,3.30884
728,4.40669
729,2.89286
730,3.59686
731,3.77765
732,3.96753
733,4.04706
734,4.49973
735,5.16024
736,4.37348
737,4.56846
738,4.13643
739,4.55342
740,3.9972
741,4.41224
742,3.70591
743,3.0457
744,4.98016
745,4.079
746,4.59554
747,5.22327
748,3.88611
749,4.32249
750,4.68683
751,4.26904
752,4.03976
753,2.99423
754,4.84916
755,3.91685
756,4.34587
757,2.92493
758,4.2979
759,3.95193
760,4.68188
761,3.89698
762,3.41397
763,4.19423
764,4.03098
765,4.25368
766,4.68589
767,4.52385
768,2.73315
769,4.82944
770,4.39416
771,2.62542
772,4.4488
773,4.58689
774,4.36912
775,3.67422
776,4.71644
777,2.61282
778,3.86084
779,4.56889
780,4.65929
781,4.33057
782,2.96222
783,4.54012
784,3.95302
785,4.33655
786,4.68404
787,4.58985
788,4.95368
789,5.21832
790,3.38548
791,3.41409
792,4.46315
793,5.27229
794,4.72959
795,4.7939
796,4.835
797,4.96152
798,4.08839
799,4.79078
800,4.53503
801,3.97611
802,4.1334
803,4.18557
804,4.03671
805,4.12873
806,3.20642
807,1.77124
808,4.32104
809,2.27815
810,3.66839
811,3.83322
812,2.06763
813,4.52719
814,4.73167
815,4.50765
816,4.17935
817,4.90576
818,4.03586
819,3.37436
820,3.79601
821,4.69319
822,3.38731
823,3.48532
824,4.14006
825,4.40175
826,4.252
827,3.23205
828,4.36299
829,4.21318
830,4.32792
831,2.34186
832,3.6907
833,4.22126
834,3.96862
835,3.21753
836,4.43898
837,3.27392
838,4.16941
839,4.30269
840,2.93305
841,4.20957
842,2.78373
843,3.90346
844,4.45944
845,4.45955
846,4.21893
847,3.92014
848,2.85246
849,2.64789
850,3.93966
851,3.95056
852,4.22592
853,4.69901
854,3.47531
855,4.8281
856,5.04152
857,4.77347
858,4.9705
859,4.72189
860,3.33782
861,3.04241
862,3.72013
863,3.31964
864,3.68504
865,2.91385
866,3.88996
867,3.67326
868,3.66042
869,1.77258
870,3.60321
871,3.64831
872,3.80367
873,2.76474
874,3.85705
875,3.52051
876,3.734
877,3.66924
878,2.97981
879,3.96232
880,3.66277
881,3.34075
882,3.56992
883,4.38875
884,3.7283
885,3.25865
886,3.58951
887,2.80139
888,3.44051
889,3.99727
890,3.93693
891,2.54982
892,3.29649
893,3.8773
894,2.86909
895,3.66253
896,4.14356
897,3.33748
898,2.27654
899,3.4177
900,3.78088
901,4.13727
902,4.19326
903,3.14088
904,3.06463
905,3.09534
906,4.38408
907,3.68352
908,4.36437
909,4.00693
910,3.44362
911,3.90511
912,4.11084
913,3.19492
914,3.50974
915,3.6212
916,2.49237
917,2.47218
918,3.37035
919,2.91476
920,3.2229
921,4.01705
922,3.87023
923,3.66512
924,3.90031
925,3.55176
926,3.94889
927,3.59469
928,2.85694
929,3.29907
930,3.39027
931,3.8937
932,3.32774
933,3.75699
934,2.52789
935,4.02062
936,3.89028
937,4.14922
938,3.57396
939,3.87093
940,3.8364
941,4.67665
942,3.06962
943,3.48135
944,3.74941
945,3.88256
946,3.31043
947,2.04978
948,2.48015
949,4.13045
950,2.38155
951,4.33395
952,4.35733
953,4.56487
954,4.89029
955,3.89843
956,4.27792
957,4.75565
958,4.65843
959,4.80395
960,4.56654
961,4.47048
962,4.03238
963,4.6437
964,5.00494
965,4.72476
966,4.25885
967,4.93403
968,4.15367
969,4.61963
970,4.02435
971,4.29099
972,3.56502
973,4.16761
974,5.09408
975,3.06695
976,4.29676
977,3.14396
978,3.32392
979,4.48503
980,4.39104
981,3.86091
982,4.03692
983,3.79498
984,3.7187
985,3.91666
986,2.66833
987,2.51235
988,4.01916
989,4.2298
990,3.93067
991,3.3185
992,3.59845
993,2.00774
994,1.68328
995,3.6704
996,3.36687
997,2.24638
998,3.60495
999,3.5236
1000,2.51381
1001,4.2066
1002,2.64266
1003,2.47886
1004,3.93135
1005,4.54241
1006,2.99637
1007,3.18355
1008,2.94954
1009,3.32691
1010,4.64521
1011,4.2993
1012,4.41867
1013,3.77527
1014,3.76692
1015,4.47545
1016,3.74031
1017,3.43197
1018,3.80195
1019,3.53996
1020,4.72654
1021,4.2196
1022,4.352
1023,4.02667
1024,4.16325
1025,4.53355
1026,4.04104
1027,3.44185
1028,3.50542
1029,4.0998
1030,4.42071
1031,4.27695
1032,5.039
1033,4.00341
1034,3.76941
1035,3.58268
1036,4.56944
1037,4.5233
1038,4.29955
1039,4.79561
1040,3.25954
1041,3.72765
1042,4.67837
1043,4.64993
1044,2.73495
1045,2.34301
1046,3.56224
1047,4.16385
1048,3.64452
1049,3.04878
1050,2.95741
1051,3.54795
1052,3.49919
1053,3.5425
1054,3.90795
1055,3.94054
1056,3.28044
1057,3.75875
1058,3.57487
1059,3.89982
1060,4.24201
1061,3.79748
1062,2.71801
1063,3.612
1064,4.03199
1065,2.65533
1066,3.76131
1067,4.10633
1068,3.18163
1069,4.33059
1070,4.29509
1071,3.60416
1072,4.76456
1073,4.6868
1074,4.58604
1075,4.58803
1076,3.61158
1077,4.62254
1078,3.41871
1079,4.15227
1080,4.04121
1081,3.86321
1082,3.67561
1083,4.60142
1084,4.39732
1085,3.64557
1086,3.96761
1087,3.14553
1088,4.09749
1089,1.96344
1090,3.2846
1091,3.17215
1092,1.87681
1093,3.86359
1094,2.64392
1095,3.82829
1096,4.29434
1097,3.1111
1098,3.34902
1099,4.24183
1100,4.60848
1101,3.05971
1102,4.25095
1103,3.78097
1104,3.98601
1105,3.30597
1106,4.21527
1107,2.28919
1108,2.67768
1109,3.85735
1110,3.30258
1111,4.66798
1112,4.02991
1113,4.28165
1114,4.61145
1115,4.63241
1116,3.53491
1117,3.80209
1118,3.79667
1119,2.04114
1120,4.45779
1121,4.69307
1122,3.73
1123,4.20945
1124,4.83759
1125,4.47832
1126,3.18236
1127,4.27673
1128,3.02141
1129,3.51433
1130,3.86546
1131,3.84162
1132,3.48084
1133,2.70551
1134,3.79334
1135,3.41485
1136,2.60495
1137,3.82876
1138,3.77891
1139,3.20994
1140,3.94654
1141,3.37152
1142,3.21331
1143,3.1683
1144,3.64906
1145,3.62522
1146,3.21189
1147,3.64096
1148,3.19203
1149,3.3367
1150,3.36007
1151,2.72021
1152,3.8477
1153,4.05401
1154,2.99754
1155,4.57333
1156,4.43403
1157,4.92065
1158,3.45178
1159,3.25127
1160,3.2055
1161,2.54658
1162,3.75404
1163,2.12502
1164,3.17592
1165,3.28898
1166,2.3859
1167,3.41702
1168,2.59897
1169,3.55707
1170,2.49343
1171,2.48351
1172,3.17837
1173,1.84552
1174,2.87054
1175,2.1484
1176,2.50192
1177,2.01164
1178,3.52252
1179,2.73197
1180,3.54819
1181,3.24006
1182,3.04982
1183,2.41823
1184,3.02369
1185,3.86837
1186,2.68609
1187,2.28199
1188,2.86918
1189,3.30655
1190,2.67071
1191,2.96549
1192,3.19633
1193,3.60711
1194,1.55252
1195,3.52581
1196,3.92697
1197,3.59644
1198,3.0922
1199,3.69819
1200,1.72055
1201,3.07108
1202,1.37658
1203,2.64013
1204,2.958
1205,3.17917
1206,2.90721
1207,3.59604
1208,4.16151
1209,3.13014
1210,3.32223
1211,3.40318
1212,4.50698
1213,3.56876
1214,3.683
1215,3.65991
1216,3.58343
1217,3.55456
1218,4.16851
1219,3.61042
1220,4.14112
1221,2.75293
1222,3.94866
1223,3.78402
1224,3.98196
1225,3.81468
1226,3.40126
1227,3.70542
1228,3.95449
1229,3.48554
1230,3.43651
1231,3.50657
1232,4.28226
1233,4.10282
1234,4.4789
1235,4.55294
1236,4.60431
1237,4.26569
1238,4.10094
1239,4.72438
1240,4.89865
1241,4.14377
1242,3.55459
1243,4.81114
1244,3.73665
1245,4.38884
1246,4.37481
1247,4.75336
1248,4.47817
1249,4.59974
1250,4.57003
1251,4.30472
1252,3.47622
1253,3.45481
1254,3.23957
1255,3.83916
1256,3.44596
1257,2.41182
1258,2.00053
1259,2.95316
1260,3.64018
1261,3.58101
1262,2.94804
1263,3.7184
1264,2.00984
1265,2.64114
1266,3.32305
1267,2.31047
1268,3.88893
1269,3.43264
1270,5.0759
1271,4.5376
1272,4.75104
1273,4.84159
1274,4.34003
1275,4.51239
1276,4.40347
1277,4.89903
1278,4.44559
1279,5.07047
1280,4.91218
1281,4.23694
1282,2.16291
1283,3.16531
1284,3.67474
1285,3.97363
1286,2.27337
1287,2.76993
1288,2.2748
1289,2.28138
1290,3.05133
1291,2.34238
1292,3.80374
1293,3.54231
1294,3.8155
1295,5.00611
1296,4.90802
1297,4.02005
1298,5.03982
1299,4.73529
1300,4.0714
1301,3.34791
1302,4.11285
1303,3.87801
1304,4.42695
1305,4.67881
1306,3.02972
1307,4.71519
1308,3.70234
1309,2.97239
1310,3.76788
1311,4.33292
1312,4.675
1313,3.6803
1314,4.60726
1315,3.66626
1316,4.12088
1317,4.76932
1318,4.1238
1319,3.85739
1320,3.84408
1321,3.90138
1322,3.71731
1323,3.82315
1324,4.05887
1325,4.42084
1326,4.00981
1327,4.21248
1328,3.45625
1329,3.6043
1330,3.69256
1331,3.50369
1332,3.54539
1333,3.86926
1334,3.47151
1335,2.61466
1336,4.25398
1337,3.78422
1338,4.21377
1339,4.27385
1340,3.78594
1341,4.00139
1342,2.99365
1343,4.07555
1344,3.49449
1345,3.77942
1346,3.89501
1347,3.03335
1348,4.46635
1349,3.47057
1350,2.3997
1351,2.50978
1352,2.33268
1353,4.82747
1354,4.65983
1355,3.83873
1356,3.66084
1357,3.77795
1358,4.58432
1359,4.44681
1360,4.02013
1361,1.18343
1362,5.0655
1363,4.18384
1364,4.12574
1365,4.65627
1366,4.77588
1367,4.80262
1368,4.48088
1369,4.00554
1370,3.66968
1371,3.13927
1372,2.84755
1373,3.82892
1374,2.91932
1375,4.17219
1376,2.96783
1377,3.50092
1378,3.50283
1379,3.16076
1380,3.81085
1381,4.1994
1382,3.79081
1383,4.41302
1384,2.59957
1385,3.07051
1386,3.60418
1387,3.86579
1388,3.87848
1389,3.63772
1390,3.82496
1391,2.88894
1392,3.11466
1393,3.58275
1394,3.78366
1395,4.4974
1396,3.9462
1397,2.44908
1398,4.57364
1399,4.47461
1400,4.17877
1401,3.52796
1402,3.26012
1403,3.87902
1404,4.52914
1405,4.19875
1406,3.0734
1407,2.82736
1408,3.18988
1409,3.45571
1410,3.16879
1411,2.01882
1412,3.68823
1413,3.49971
1414,2.76208
1415,3.78233
1416,2.98136
1417,2.30307
1418,2.92921
1419,3.92401
1420,3.26274
1421,3.17226
1422,2.27556
1423,3.78566
1424,3.06315
1425,2.54505
1426,3.3129
1427,3.54907
1428,3.89359
1429,3.73829
1430,3.47501
1431,3.23842
1432,3.76615
1433,3.67524
1434,2.78458
1435,3.35506
1436,3.74173
1437,3.26509
1438,2.98136
1439,2.67798
1440,3.24605
1441,4.66732
1442,3.17
1443,3.34851
1444,4.09553
1445,3.26735
1446,3.23743
1447,3.52899
1448,3.98169
1449,2.75315
1450,3.37341
1451,3.1276
1452,3.35483
1453,3.51913
1454,3.32303
1455,3.6771
1456,3.7496
1457,3.39978
1458,4.1845
1459,4.71842
1460,3.63686
1461,4.265
1462,3.46955
1463,3.30412
1464,3.81578
1465,3.44296
1466,3.47516
1467,3.99092
1468,3.89927
1469,4.14188
1470,4.60183
1471,3.91333
1472,3.01436
1473,3.89639
1474,3.78033
1475,3.877
1476,3.89786
1477,3.69423
1478,4.07162
1479,4.21918
1480,2.87738
1481,3.20616
1482,3.25111
1483,3.32118
1484,3.38938
1485,3.36524
1486,2.92836
1487,3.81199
1488,4.61697
1489,3.19087
1490,3.14755
1491,3.78298
1492,2.38356
1493,3.64974
1494,3.8853
1495,4.70582
1496,4.33619
1497,4.49819
1498,4.27305
1499,4.1045
1500,4.26979
1501,4.41964
1502,4.46337
1503,4.69615
1504,3.73181
1505,4.29611
1506,3.00002
1507,3.82173
1508,2.75164
1509,3.02064
1510,3.45803
1511,2.78599
1512,4.017
1513,3.16386
1514,3.57366
1515,3.57397
1516,3.58451
1517,3.86557
1518,3.69239
1519,3.76382
1520,4.02034
1521,1.76483
1522,3.46176
1523,2.52062
1524,3.80103
1525,3.65945
1526,4.24117
1527,4.11991
1528,3.47779
1529,3.6239
1530,3.82084
1531,2.27454
1532,2.81713
1533,3.97733
1534,3.67277
1535,3.55713
1536,3.35939
1537,2.96384
1538,1.99346
1539,3.41911
1540,3.17825
1541,3.21014
1542,2.60714
1543,3.55611
1544,1.96723
1545,3.38405
1546,3.1798
1547,2.66228
1548,3.89681
1549,3.33106
1550,3.41816
1551,3.72549
1552,4.43897
1553,3.60394
1554,3.22732
1555,3.84156
1556,3.83318
1557,3.59405
1558,3.72963
1559,3.49665
1560,2.67123
1561,3.46328
1562,3.42042
1563,4.28304
1564,4.05936
1565,3.54777
1566,2.84931
1567,2.85817
1568,4.1313
1569,3.15492
1570,3.35197
1571,4.23939
1572,4.28848
1573,4.21032
1574,4.88935
1575,4.40602
1576,4.33237
1577,3.81195
1578,4.3193
1579,3.15597
1580,4.36031
1581,4.2809
1582,4.09335
1583,4.47141
1584,4.46764
1585,4.60269
1586,4.46437
1587,3.90668
1588,4.20664
1589,3.27945
1590,4.12658
1591,3.89276
1592,3.54575
1593,3.53105
1594,3.72707
1595,3.78631
1596,4.00034
1597,3.54156
1598,3.68729
1599,3.44754
1600,3.77434
1601,3.71899
1602,3.98101
1603,4.36848
1604,4.71565
1605,3.06883
1606,3.65583
1607,4.2115
1608,3.5026
1609,4.34556
1610,3.79906
1611,4.74152
1612,3.82925
1613,4.44265
1614,4.57093
1615,4.08072
1616,4.03041
1617,4.31896
1618,4.26095
1619,4.67088
1620,3.1306
1621,3.27434
1622,4.09395
1623,3.4407
1624,4.09744
1625,4.74021
1626,4.55143
1627,4.34106
1628,4.52171
1629,4.97398
1630,4.41827
1631,4.56631
1632,4.92685
1633,4.62296
1634,4.42407
1635,4.69971
1636,3.5957
1637,4.21296
1638,5.00855
1639,4.88116
1640,3.64247
1641,3.98093
1642,2.96304
1643,3.06219
1644,3.84467
1645,3.08848
1646,2.90972
1647,3.83993
1648,3.76305
1649,2.80684
1650,2.27163
1651,2.0517
1652,3.55528
1653,3.50373
1654,2.7737
1655,3.13006
1656,3.55533
1657,3.33922
1658,2.51871
1659,3.88918
1660,3.63739
1661,3.79894
1662,3.508
1663,2.78055
1664,4.09494
1665,4.11151
1666,3.69756
1667,3.66915
1668,4.16047
1669,3.51257
1670,3.21662
1671,4.24436
1672,3.54658
1673,4.52108
1674,3.83767
1675,3.79087
1676,4.14604
1677,3.89358
1678,3.89792
1679,2.04363
1680,4.10915
1681,3.08224
1682,3.42019
1683,4.62447
1684,2.28035
1685,4.2616
1686,4.30653
1687,3.76029
1688,3.00167
1689,3.45871
1690,4.80732
1691,4.19438
1692,4.52261
1693,3.07717
1694,2.91593
1695,2.57019
1696,3.15722
1697,2.99732
1698,2.06321
1699,2.36474
1700,3.19708
1701,1.89102
1702,1.75235
1703,1.79453
1704,2.92215
1705,2.33153
1706,2.01612
1707,4.71589
1708,4.65291
1709,3.737
1710,3.97847
1711,2.21414
1712,2.53402
1713,2.06288
1714,3.58044
1715,2.85462
1716,3.72563
1717,2.87351
1718,3.54833
1719,2.62374
1720,4.05396
1721,3.90293
1722,3.12323
1723,2.6279
1724,3.6027
1725,1.60117
1726,2.925
1727,3.01919
1728,3.95662
1729,3.30468
1730,2.12149
1731,3.45432
1732,2.14181
1733,2.77066
1734,2.9255
1735,3.43638
1736,3.07431
1737,2.8852
1738,2.78407
1739,3.90787
1740,2.63006
1741,2.3578
1742,3.02433
1743,2.3067
1744,2.15628
1745,2.62553
1746,3.2322
1747,2.26575
1748,3.15308
1749,3.62448
1750,2.72963
1751,2.54137
1752,3.83227
1753,3.28175
1754,2.76723
1755,3.38489
1756,3.98711
1757,3.3754
1758,3.75442
1759,3.71604
1760,3.75356
1761,3.38008
1762,3.95109
1763,3.78058
1764,3.40171
1765,3.7756
1766,3.20856
1767,4.23561
1768,2.8807
1769,3.42661
1770,3.19141
1771,3.85512
1772,3.75182
1773,3.77505
1774,4.1191
1775,3.9121
1776,3.61177
1777,4.31105
1778,4.18268
1779,3.69113
1780,4.87476
1781,4.61719
1782,4.61672
1783,4.46868
1784,4.28151
1785,4.53929
1786,5.09181
1787,3.78821
1788,4.1746
1789,4.06593
1790,4.05689
1791,4.12043
1792,4.09913
1793,3.00511
1794,2.93179
1795,4.13291
1796,4.0623
1797,3.94011
1798,4.086
1799,4.21141
1800,3.58081
1801,3.74056
1802,3.59347
1803,3.64978
1804,3.91492
1805,2.98475
1806,4.03104
1807,4.24905
1808,3.81592
1809,3.55314
1810,4.1185
1811,4.14498
1812,3.80857
1813,3.45274
1814,3.50049
1815,4.21789
1816,3.38093
1817,3.75349
1818,2.90973
1819,2.98594
1820,3.17416
1821,3.68304
1822,3.26071
1823,4.19468
1824,3.39155
1825,3.54616
1826,3.00284
1827,3.53238
1828,4.38704
1829,3.81145
1830,3.05246
1831,3.91546
1832,3.83521
1833,3.48209
1834,3.10368
1835,3.56027
1836,3.15295
1837,2.94142
1838,1.4587
1839,3.26885
1840,3.87177
1841,4.15173
1842,4.00001
1843,4.26645
1844,4.1085
1845,4.32494
1846,3.89041
1847,4.26605
1848,3.53349
1849,3.57446
1850,3.7955
1851,3.84693
1852,4.15733
1853,2.35715
1854,4.17108
1855,3.9904
1856,3.72234
1857,4.02319
1858,3.14515
1859,4.09971
1860,3.60048
1861,3.91646
1862,3.8989
1863,3.72239
1864,4.13389
1865,4.03471
1866,4.25094
1867,4.22436
1868,3.71433
1869,3.47427
1870,3.57941
1871,3.33368
1872,3.75483
1873,4.16457
1874,4.05014
1875,4.0531
1876,4.17761
